,Unnamed: 0.1,Unnamed: 0,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,cluster
42589,42589,42590,23,2,7,25,5,29,108,17,22,19,6,5,15,4,4,7,3,7,0,4
121233,121233,121234,261,59,31,218,121,95,363,358,189,315,129,91,260,15,0,29,9,19,18,1
110843,110843,110844,227,44,52,471,117,421,1065,236,253,306,45,152,166,4,23,154,86,47,58,1
142267,142267,142268,34,5,5,24,3,13,34,33,27,38,6,0,13,7,0,7,5,4,0,3
85238,85238,85239,62,10,13,83,14,33,154,79,77,79,4,13,40,5,0,24,3,0,11,0
28168,28168,28169,167,18,39,210,67,135,577,204,256,248,35,83,76,32,13,140,23,44,58,4
150236,150236,150237,17,10,23,52,22,21,33,11,11,15,13,3,3,5,0,0,9,0,0,3
119482,119482,119483,20,8,4,101,14,105,113,11,8,5,0,0,2,3,0,19,5,0,0,1
8693,8693,8694,619,129,152,675,293,542,910,821,293,537,100,142,503,220,24,67,71,27,9,2
146499,146499,146500,20,9,9,29,3,6,100,43,72,69,7,36,18,16,0,3,0,7,0,3
3430,3430,3431,85,121,173,69,43,24,35,10,3,0,0,0,4,10,0,0,68,4,0,2
149988,149988,149989,185,52,53,154,99,79,333,175,105,193,39,67,134,30,72,44,27,16,3,3
123615,123615,123616,20,5,19,155,17,60,49,7,8,13,18,4,12,0,0,6,8,0,0,1
132796,132796,132797,10,2,1,9,3,4,13,7,4,14,4,0,7,0,0,1,1,0,0,1
65943,65943,65944,107,13,23,148,40,98,186,188,100,182,30,35,63,13,0,19,17,19,0,0
155355,155355,155356,29,3,10,24,6,12,53,22,28,37,5,7,17,0,0,5,3,4,0,3
115489,115489,115490,411,103,102,534,200,221,949,559,426,588,101,212,338,114,11,87,42,39,16,1
88032,88032,88033,13,0,3,25,3,17,79,34,73,102,12,42,14,0,0,8,6,0,5,0
111325,111325,111326,11,0,0,9,0,3,48,23,25,34,3,13,26,16,0,6,0,0,0,1
25700,25700,25701,55,12,15,27,15,16,21,62,17,59,0,7,38,0,0,0,6,0,0,4
109649,109649,109650,68,14,19,60,17,30,75,91,34,68,4,11,40,12,0,16,11,12,0,1
99130,99130,99131,31,3,6,66,9,55,84,70,33,67,7,3,24,6,0,12,7,9,0,0
112303,112303,112304,213,34,34,67,62,38,130,328,106,158,4,37,186,82,0,38,0,0,0,1
111984,111984,111985,16,0,1,35,5,12,23,21,17,7,0,0,11,1,0,7,0,7,0,1
146095,146095,146096,46,9,26,165,35,55,156,88,58,113,12,21,36,4,0,10,6,3,0,3
70082,70082,70083,44,6,6,39,1,2,14,91,22,41,8,8,46,13,0,10,2,0,0,0
85123,85123,85124,167,81,115,398,84,336,211,135,36,25,3,8,43,15,0,20,168,5,3,0
155681,155681,155682,35,5,19,37,7,37,72,37,15,32,6,4,14,4,0,10,5,10,0,3
111108,111108,111109,100,65,57,73,46,25,30,76,14,40,0,5,18,45,0,5,9,0,0,1
106370,106370,106371,169,21,15,520,109,144,621,222,341,298,40,92,125,7,68,123,38,23,34,1
80835,80835,80836,844,300,657,1436,570,932,1454,453,166,277,34,121,312,65,66,148,386,165,3,0
160253,160253,160254,23,5,5,34,8,23,48,27,17,36,9,7,14,0,0,3,10,10,0,3
37618,37618,37619,18,4,0,23,7,11,35,28,18,21,8,13,12,5,0,8,4,0,0,4
105499,105499,105500,124,19,16,87,31,44,93,168,61,91,6,16,84,24,0,15,8,0,0,1
27804,27804,27805,25,11,21,149,37,19,101,52,84,110,64,40,32,0,0,9,11,13,16,4
98680,98680,98681,39,0,4,51,14,5,12,34,9,13,3,9,38,0,0,3,3,4,0,0
147656,147656,147657,67,13,9,30,40,15,48,42,17,23,5,5,43,4,0,7,0,0,0,3
140452,140452,140453,297,177,181,285,206,108,193,175,30,69,20,29,90,123,10,7,49,4,0,3
23102,23102,23103,19,12,1,50,22,25,47,9,17,10,5,10,12,0,0,0,0,1,0,2
62545,62545,62546,184,12,6,200,37,102,611,383,297,385,70,103,242,46,39,76,8,27,19,4
127916,127916,127917,71,3,6,57,23,22,45,150,46,82,20,3,68,0,0,10,8,8,0,1
157761,157761,157762,81,12,15,92,20,27,65,144,73,121,16,22,61,0,3,17,0,0,0,3
148164,148164,148165,367,8,44,322,137,53,213,509,132,284,96,94,474,87,19,24,14,14,4,3
53407,53407,53408,29,13,13,64,12,17,49,33,41,29,20,12,14,3,0,0,4,0,0,4
60823,60823,60824,398,27,68,722,154,544,1579,603,452,672,128,204,256,20,29,194,57,59,7,4
141349,141349,141350,304,37,37,503,126,180,454,381,246,289,92,93,312,8,15,91,27,31,14,3
136544,136544,136545,105,83,80,87,91,46,56,39,8,16,4,12,33,50,4,1,17,0,0,3
155514,155514,155515,157,50,55,105,93,75,144,129,36,61,3,30,70,72,0,14,15,0,0,3
76424,76424,76425,9,0,0,202,26,278,145,14,11,15,0,5,5,0,0,5,4,2,0,0
15054,15054,15055,58,6,19,172,31,65,163,105,82,132,21,25,38,7,0,15,9,5,0,2
117521,117521,117522,95,11,11,88,16,58,296,209,150,249,11,59,80,42,3,46,3,7,15,1
41314,41314,41315,67,10,13,165,30,124,262,94,23,74,10,19,52,6,14,17,20,0,0,4
98480,98480,98481,8,4,0,26,3,16,36,16,12,10,5,0,5,0,0,8,3,4,0,0
160340,160340,160341,57,0,4,43,19,35,88,86,45,58,0,21,35,10,13,13,0,5,4,3
64343,64343,64344,123,60,85,243,97,167,316,76,105,119,13,56,55,40,4,15,32,0,0,0
154966,154966,154967,93,19,15,92,30,38,101,173,87,227,37,44,79,6,0,11,9,4,0,3
135254,135254,135255,30,10,22,28,12,9,15,24,10,26,4,6,10,5,0,0,10,3,0,3
130058,130058,130059,358,89,81,760,172,246,766,582,378,455,46,132,234,129,55,74,12,22,13,1
11562,11562,11563,195,50,135,538,91,367,594,315,198,331,42,63,99,15,8,44,95,57,12,2
33700,33700,33701,14,0,0,5,15,5,55,27,33,50,7,36,29,10,0,5,0,0,4,4
38993,38993,38994,4,0,0,29,2,15,27,5,0,8,6,1,2,0,0,1,3,0,0,4
157812,157812,157813,89,30,30,63,41,11,67,103,34,104,113,42,68,8,0,12,0,0,0,3
68806,68806,68807,22,0,10,70,11,22,50,66,43,63,7,0,17,0,0,15,0,3,0,0
50340,50340,50341,91,33,29,136,31,85,224,147,105,164,26,51,54,10,0,24,7,18,2,4
84994,84994,84995,58,36,45,77,32,32,53,42,19,23,7,4,16,7,0,8,17,0,0,0
105473,105473,105474,103,5,9,21,51,5,55,173,92,82,0,15,63,63,0,5,0,3,0,1
140366,140366,140367,275,116,178,129,108,55,65,252,28,113,35,24,213,8,0,8,67,13,0,3
98783,98783,98784,187,60,203,178,70,87,168,162,66,152,8,42,64,13,0,15,60,14,3,0
52371,52371,52372,234,129,111,203,179,163,304,255,89,154,38,51,142,65,24,36,86,10,7,4
102681,102681,102682,137,24,47,281,75,115,228,124,81,118,27,36,112,18,19,3,24,11,4,1
114641,114641,114642,406,74,97,1677,214,705,2254,757,937,1202,115,357,371,105,69,109,47,30,21,1
72664,72664,72665,71,89,90,72,54,47,60,45,7,9,11,7,38,16,4,8,33,3,0,0
43370,43370,43371,422,213,375,790,190,268,614,507,286,484,129,120,249,10,0,61,124,39,9,4
13821,13821,13822,120,18,10,90,38,41,139,250,116,157,19,33,86,18,6,36,7,32,7,2
27058,27058,27059,38,10,14,98,3,61,94,73,47,78,3,10,19,9,6,15,10,12,0,4
149894,149894,149895,66,22,26,137,36,139,265,81,67,56,11,19,43,7,0,33,25,3,1,3
107782,107782,107783,8,0,2,17,2,7,5,9,9,5,1,3,7,0,0,1,0,1,0,1
46867,46867,46868,1,0,0,42,5,5,29,7,17,19,13,6,0,0,4,0,1,5,0,4
75260,75260,75261,463,73,114,949,220,462,761,585,294,512,96,118,297,24,11,82,75,53,17,0
125325,125325,125326,28,0,0,36,5,22,77,14,26,18,0,14,9,0,3,7,0,0,0,1
32748,32748,32749,25,9,9,44,12,47,78,25,14,47,3,3,6,11,0,22,9,12,0,4
54652,54652,54653,15,2,4,43,3,18,45,52,40,74,4,9,10,0,0,6,2,6,0,4
86791,86791,86792,17,3,3,54,11,57,69,21,13,46,4,8,13,0,0,0,0,0,0,0
126722,126722,126723,30,14,15,165,19,105,211,19,35,18,4,19,3,0,10,12,29,3,0,1
57671,57671,57672,6,4,4,42,7,11,55,2,0,13,3,3,7,0,89,4,14,0,0,4
35550,35550,35551,72,52,24,76,58,52,173,97,42,115,81,68,53,4,43,9,14,8,0,4
33438,33438,33439,84,40,49,221,71,199,355,79,82,123,9,24,14,5,10,33,24,5,0,4
4788,4788,4789,19,4,9,22,7,12,27,30,17,27,0,5,6,5,0,9,4,6,0,2
40101,40101,40102,184,30,93,524,98,199,97,268,66,145,42,15,136,0,0,9,14,14,0,4
91507,91507,91508,206,34,84,505,92,307,1068,464,603,760,116,212,160,31,49,106,20,9,31,0
67102,67102,67103,34,9,9,24,0,7,30,30,12,32,3,5,21,9,0,4,9,8,0,0
150196,150196,150197,159,19,11,115,45,49,121,315,95,203,15,34,146,4,0,31,3,13,4,3
124248,124248,124249,90,24,30,134,27,101,221,93,54,55,7,21,47,7,12,33,19,3,4,1
106040,106040,106041,35,13,30,101,13,63,136,44,46,76,8,13,7,8,2,15,8,1,0,1
98830,98830,98831,16,2,5,12,0,9,32,32,13,34,6,3,15,0,0,8,0,0,0,0
48170,48170,48171,43,15,28,85,25,33,52,32,9,22,0,8,13,5,5,8,15,12,0,4
120892,120892,120893,120,20,19,444,53,185,511,192,239,234,36,99,63,6,42,60,16,11,8,1
123798,123798,123799,131,21,55,265,56,118,253,232,113,206,54,40,76,9,0,34,16,29,3,1
80779,80779,80780,381,43,101,918,157,503,1835,929,914,1437,272,376,299,86,63,157,30,17,38,0
154188,154188,154189,224,61,20,564,177,303,1482,355,497,833,326,392,270,34,82,167,40,16,49,3
137990,137990,137991,567,75,108,1278,250,722,2317,1136,1117,1561,445,498,472,21,12,212,87,165,224,3
48085,48085,48086,92,33,76,396,81,266,533,103,164,223,56,85,61,4,8,76,65,18,31,4
39219,39219,39220,67,8,8,13,14,8,40,83,18,19,3,5,46,20,0,9,0,0,0,4
95567,95567,95568,13,7,9,21,19,0,20,53,23,34,7,3,7,0,0,3,0,0,0,0
516,516,517,54,22,19,29,24,9,25,54,24,43,13,15,44,20,0,1,0,3,0,2
21362,21362,21363,172,21,101,300,72,95,98,178,79,93,10,11,140,6,0,19,10,5,0,2
94907,94907,94908,57,9,12,63,19,40,47,69,24,59,3,4,31,4,0,10,4,3,0,0
119819,119819,119820,69,38,69,104,39,19,29,28,9,9,0,0,16,10,0,0,43,10,0,1
90233,90233,90234,719,219,233,1564,433,730,2027,1063,682,1234,461,369,746,202,34,110,92,42,18,0
2608,2608,2609,69,23,44,153,41,84,177,25,23,27,12,9,25,0,36,10,25,0,0,2
96212,96212,96213,17,0,0,22,5,0,59,32,40,29,10,11,10,0,0,3,0,0,0,0
92222,92222,92223,493,226,253,759,219,225,1345,590,517,572,40,161,300,98,196,217,76,36,11,0
8719,8719,8720,62,0,4,75,14,24,71,174,63,119,50,22,53,4,0,16,0,0,0,2
41749,41749,41750,76,23,20,75,58,18,94,124,69,182,155,53,73,33,2,3,8,9,0,4
53099,53099,53100,8,0,0,38,0,24,32,11,9,7,0,0,3,0,0,0,3,0,0,4
48224,48224,48225,94,17,20,102,21,41,109,105,40,86,8,12,77,5,0,16,4,20,0,4
61584,61584,61585,726,199,269,1508,379,508,1660,891,615,956,600,279,657,13,61,160,183,135,80,4
146783,146783,146784,53,21,24,63,27,41,83,52,27,38,16,24,36,3,0,27,7,0,0,3
73757,73757,73758,28,3,8,35,3,13,43,31,10,39,11,11,26,0,0,4,0,3,0,0
27332,27332,27333,49,10,13,50,25,12,42,59,46,40,0,24,34,3,4,11,2,0,4,4
137851,137851,137852,60,1,0,124,10,51,133,69,75,87,31,47,34,0,0,12,1,5,4,3
122539,122539,122540,29,2,2,31,13,40,39,21,14,20,1,10,20,10,0,0,1,0,0,1
153627,153627,153628,167,47,68,332,58,219,521,193,156,174,38,36,85,10,0,88,25,37,3,3
152179,152179,152180,4,0,3,49,3,36,60,4,11,5,0,5,4,0,0,5,0,5,0,3
38136,38136,38137,233,54,77,253,114,131,337,292,157,230,23,69,137,80,0,61,18,0,3,4
158631,158631,158632,18,0,6,10,0,6,55,73,22,64,4,7,13,0,0,17,0,0,0,3
114302,114302,114303,85,36,48,135,51,90,161,134,54,98,30,18,58,11,0,27,29,16,0,1
66571,66571,66572,9,0,0,39,9,41,128,21,43,42,16,20,0,4,5,13,0,7,3,0
90580,90580,90581,35,7,3,50,18,30,125,42,54,77,15,32,23,0,3,0,9,5,5,0
35462,35462,35463,37,7,16,184,13,80,189,49,63,46,14,13,9,5,0,10,7,9,0,4
144718,144718,144719,40,12,16,30,14,13,69,41,23,53,6,4,23,14,0,10,12,8,0,3
134931,134931,134932,28,24,24,17,5,15,16,14,2,10,4,8,18,6,0,0,8,3,0,3
37629,37629,37630,261,89,93,337,99,163,345,332,198,242,55,81,160,43,8,42,41,8,7,4
132729,132729,132730,23,4,4,22,8,19,55,39,35,25,5,7,18,8,0,23,0,0,0,1
17706,17706,17707,163,25,47,96,36,62,136,282,120,218,6,45,103,8,0,9,20,10,9,2
39988,39988,39989,26,11,19,79,14,59,98,23,30,64,8,23,20,4,0,8,7,3,0,4
134586,134586,134587,76,14,25,212,81,201,345,64,64,74,10,49,31,13,0,34,23,11,9,3
128463,128463,128464,55,38,41,71,24,7,37,30,9,5,0,0,8,7,0,5,4,0,0,1
25173,25173,25174,137,195,162,165,82,35,33,30,5,3,0,7,17,31,0,7,39,0,0,4
131899,131899,131900,97,15,15,54,28,32,152,161,112,138,11,48,55,28,0,29,0,13,5,1
112443,112443,112444,832,134,334,1712,468,525,1280,1216,628,1131,602,260,677,50,3,146,45,89,12,1
491,491,492,21,3,3,20,6,5,22,33,13,24,6,15,13,3,0,3,3,3,4,2
10407,10407,10408,47,16,9,22,13,13,40,86,22,46,0,15,53,20,0,15,0,0,0,2
92838,92838,92839,259,69,76,308,93,167,271,368,135,260,30,73,159,8,4,25,8,13,0,0
124105,124105,124106,75,33,46,140,30,89,248,71,78,83,17,34,36,8,9,27,18,13,3,1
44706,44706,44707,18,5,7,42,8,13,19,25,14,19,5,0,9,0,0,0,0,0,0,4
21317,21317,21318,22,0,3,31,5,22,30,25,16,26,0,4,19,0,0,2,0,3,0,2
10979,10979,10980,13,0,4,9,3,32,41,22,12,23,16,10,14,0,0,9,0,0,0,2
139328,139328,139329,28,5,8,51,15,15,35,38,22,35,7,4,23,0,0,0,4,0,0,3
41696,41696,41697,87,5,5,104,20,25,32,118,32,75,2,7,63,3,0,8,0,8,0,4
107299,107299,107300,3,0,3,82,5,66,234,10,39,51,6,27,10,0,7,6,9,9,5,1
13542,13542,13543,473,108,128,414,194,184,391,515,181,386,150,114,311,20,10,50,58,9,5,2
157263,157263,157264,336,230,96,314,257,304,453,251,75,86,32,38,167,96,7,26,41,0,4,3
6367,6367,6368,243,71,43,234,96,113,317,258,125,166,26,51,167,67,27,37,7,11,4,2
42375,42375,42376,47,16,26,109,28,51,154,71,69,88,13,18,39,10,5,12,19,3,0,4
54124,54124,54125,103,10,38,200,80,137,385,112,117,146,31,62,104,0,19,31,20,1,8,4
20644,20644,20645,187,37,46,184,109,106,512,352,313,470,106,213,144,69,7,61,0,22,7,2
1134,1134,1135,9,4,12,28,4,18,48,9,10,31,4,15,6,0,0,4,8,0,0,2
157800,157800,157801,100,23,66,127,37,54,77,127,47,91,23,12,55,10,0,16,19,16,0,3
14234,14234,14235,216,121,107,156,75,25,81,172,39,88,18,35,146,81,0,7,13,5,0,2
8113,8113,8114,420,36,78,213,138,103,523,359,201,262,40,145,262,30,23,201,70,55,50,2
2741,2741,2742,5,6,2,33,6,19,30,0,3,4,2,0,0,0,0,3,5,0,0,2
62776,62776,62777,36,3,10,106,19,68,100,48,28,56,0,12,28,4,3,12,3,0,0,4
81123,81123,81124,356,58,84,417,133,258,1353,505,572,750,107,261,318,143,19,101,23,55,59,0
135229,135229,135230,15,3,13,54,15,36,145,26,67,44,5,26,10,0,10,9,10,4,18,3
127307,127307,127308,6,0,3,12,1,1,10,8,1,5,3,0,5,0,1,3,2,1,0,1
78460,78460,78461,12,0,0,22,2,22,78,15,25,38,5,3,6,4,0,4,0,0,0,0
16107,16107,16108,60,6,4,31,14,19,99,97,24,97,31,44,126,13,3,8,12,8,6,2
28641,28641,28642,47,42,50,375,68,114,196,44,90,86,38,29,28,0,0,15,22,5,32,4
127940,127940,127941,23,4,17,171,33,104,118,22,13,20,2,0,8,0,0,10,12,3,0,1
56341,56341,56342,107,5,0,102,56,50,238,179,121,272,75,88,211,19,0,14,4,15,14,4
29065,29065,29066,353,80,137,434,171,241,484,400,181,263,77,83,257,62,4,48,72,18,3,4
22160,22160,22161,6,4,4,35,4,16,45,11,24,26,1,9,12,0,0,2,4,0,0,2
106156,106156,106157,243,58,30,312,103,223,844,331,209,511,91,240,617,88,17,41,9,5,16,1
87715,87715,87716,24,1,4,48,10,25,100,58,61,102,3,21,13,5,0,15,1,4,0,0
100749,100749,100750,31,2,5,48,10,24,30,45,21,50,0,0,11,0,0,0,3,0,0,1
123912,123912,123913,176,117,240,665,171,440,761,71,121,129,48,73,53,18,18,78,245,18,6,1
129242,129242,129243,761,212,305,1674,413,895,2074,874,692,981,274,347,445,95,123,133,211,87,78,1
143307,143307,143308,410,73,125,282,181,364,581,516,205,477,93,131,236,63,0,48,77,17,2,3
91688,91688,91689,18,0,5,63,9,22,89,55,32,48,11,0,21,4,0,19,0,7,0,0
140644,140644,140645,34,12,12,29,13,35,54,54,19,62,5,5,19,5,0,10,9,4,0,3
111336,111336,111337,274,129,94,320,171,184,644,313,252,383,43,205,341,60,74,51,49,7,34,1
23137,23137,23138,340,165,247,552,223,222,389,240,123,226,146,92,165,37,4,25,133,30,0,2
93543,93543,93544,54,13,24,86,21,58,93,70,43,87,3,18,29,11,0,22,13,9,0,0
20174,20174,20175,52,0,3,80,14,30,47,77,27,43,0,0,26,0,0,12,0,6,0,2
160792,160792,160793,264,239,256,220,168,60,132,125,14,29,1,22,90,81,9,11,54,6,0,3
86363,86363,86364,96,32,23,56,39,24,74,151,45,95,14,17,100,34,0,15,1,7,0,0
140247,140247,140248,148,29,33,125,30,52,125,201,83,170,16,37,152,31,4,18,14,3,11,3
144981,144981,144982,83,21,29,252,43,87,96,154,76,129,21,31,46,0,8,15,6,3,0,3
118312,118312,118313,54,6,6,69,25,22,157,83,104,115,13,29,58,24,0,12,0,4,0,1
18820,18820,18821,39,7,10,33,6,16,35,51,16,44,3,5,19,8,0,9,7,4,0,2
139497,139497,139498,194,92,82,97,110,34,64,157,20,29,7,19,109,97,0,5,3,0,0,3
106204,106204,106205,70,8,8,45,25,8,74,81,24,55,9,22,81,13,0,29,4,3,0,1
139176,139176,139177,24,7,11,24,14,22,26,24,14,34,0,12,14,0,0,0,4,0,0,3
149165,149165,149166,35,17,17,41,7,12,27,30,17,14,4,0,28,0,0,4,0,0,0,3
127488,127488,127489,53,18,18,38,12,27,77,82,28,58,4,11,49,27,8,1,4,8,3,1
23277,23277,23278,134,8,8,117,38,62,271,216,163,190,18,51,141,31,0,53,0,9,0,2
98541,98541,98542,54,10,17,105,19,54,113,84,45,58,12,25,43,9,3,14,15,0,7,0
95613,95613,95614,31,0,0,24,11,15,89,34,43,46,3,28,22,7,0,0,0,4,7,0
67406,67406,67407,19,18,37,126,42,141,102,12,18,38,10,9,9,15,0,6,18,0,0,0
161390,161390,161391,127,23,28,157,73,88,351,103,103,122,9,38,107,18,3,18,11,4,7,3
22058,22058,22059,71,4,4,74,42,145,416,136,80,174,14,110,171,42,0,27,0,5,17,2
148432,148432,148433,21,3,6,200,20,95,304,39,90,73,13,27,29,4,0,38,6,2,9,3
32950,32950,32951,36,3,3,19,2,3,33,56,26,34,0,0,20,1,0,5,2,4,0,4
162454,162454,162455,16,0,11,30,8,14,48,26,16,12,5,8,5,0,0,4,4,0,0,3
91203,91203,91204,111,15,12,132,43,56,221,142,74,203,149,68,152,4,8,34,2,5,0,0
80510,80510,80511,757,183,172,613,364,283,1153,1139,420,967,424,257,544,103,36,211,74,51,16,0
26867,26867,26868,33,4,12,40,12,22,42,39,22,36,0,3,17,0,0,0,4,0,0,4
73735,73735,73736,41,22,26,57,17,33,56,41,22,37,25,18,16,3,0,17,0,9,0,0
8062,8062,8063,151,30,49,355,57,122,209,204,92,152,47,44,125,7,5,20,32,29,11,2
60296,60296,60297,75,16,15,48,33,33,55,60,8,27,0,2,42,12,12,13,8,4,0,4
963,963,964,141,62,111,369,86,261,329,144,59,114,7,12,80,14,0,34,111,31,0,2
117989,117989,117990,90,12,16,145,40,91,239,103,86,102,27,47,45,10,5,49,16,8,0,1
24096,24096,24097,217,69,72,685,109,258,727,297,297,287,73,101,145,18,68,49,61,70,24,2
157830,157830,157831,389,77,85,426,114,236,596,515,279,436,61,125,287,31,14,79,33,18,9,3
17840,17840,17841,70,0,6,148,4,88,281,157,120,218,4,39,55,3,4,14,0,5,3,2
41359,41359,41360,456,92,72,255,159,140,322,678,187,349,36,43,247,187,0,103,8,8,0,4
103264,103264,103265,19,4,6,30,5,21,37,17,14,25,7,4,15,7,0,10,4,3,0,1
159234,159234,159235,107,70,128,638,97,480,837,103,167,181,65,51,37,4,8,48,95,18,5,3
105096,105096,105097,72,33,72,36,35,35,77,53,18,31,3,0,19,12,2,3,27,8,0,1
120060,120060,120061,182,0,12,153,98,42,206,264,136,207,27,45,107,80,0,38,2,3,3,1
71595,71595,71596,223,182,219,146,134,61,117,113,40,56,18,23,74,53,0,7,79,6,3,0
41201,41201,41202,30,4,18,107,26,63,167,22,34,42,22,14,4,0,0,23,0,0,0,4
30390,30390,30391,989,424,442,2111,511,548,1156,1272,616,805,207,233,747,228,47,86,160,49,16,4
61533,61533,61534,23,3,4,18,3,9,65,39,19,31,2,15,31,5,5,12,3,1,0,4
4807,4807,4808,225,49,30,397,100,252,912,338,376,451,124,177,205,20,10,86,18,22,55,2
144225,144225,144226,234,39,62,156,61,84,118,264,71,152,17,17,120,22,7,31,24,4,0,3
41186,41186,41187,37,11,11,54,3,20,49,52,48,68,5,11,10,6,0,14,11,12,0,4
110032,110032,110033,35,0,12,30,9,34,126,25,44,20,11,16,16,0,0,40,6,5,7,1
143444,143444,143445,616,268,286,1246,344,519,893,753,403,537,110,164,356,231,11,106,54,24,12,3
71006,71006,71007,27,4,8,41,5,28,70,32,33,56,0,7,11,8,0,17,4,5,0,0
101993,101993,101994,211,33,39,285,62,90,325,355,245,327,60,94,141,9,5,46,12,11,6,1
142873,142873,142874,236,53,86,557,157,153,280,192,150,147,84,56,118,21,13,29,45,26,17,3
107646,107646,107647,2,0,0,36,4,17,49,16,17,19,4,14,11,9,4,0,12,0,0,1
156203,156203,156204,43,10,19,50,27,20,56,32,22,14,3,4,16,23,0,14,3,0,0,3
63664,63664,63665,28,6,9,30,5,25,50,36,16,29,5,0,10,8,0,10,6,2,0,0
53637,53637,53638,35,8,4,5,15,9,59,30,26,18,0,8,18,7,0,9,0,0,0,4
74318,74318,74319,749,434,345,693,432,181,442,896,187,420,193,93,556,185,47,82,125,46,4,0
75751,75751,75752,35,7,16,47,8,9,69,50,37,49,7,13,24,3,3,4,0,3,0,0
62762,62762,62763,150,23,42,420,64,201,339,286,162,205,23,63,94,6,8,37,22,5,2,4
109114,109114,109115,91,10,41,145,36,40,120,150,55,87,19,17,78,0,0,15,14,5,0,1
66703,66703,66704,32,9,14,33,13,22,20,39,10,42,0,8,12,0,0,0,10,0,0,0
161299,161299,161300,33,5,6,53,6,22,34,36,21,34,0,6,13,0,0,0,3,0,0,3
37781,37781,37782,286,79,77,175,171,105,328,307,121,227,56,89,216,135,0,55,14,4,4,4
111012,111012,111013,338,84,93,399,160,190,669,421,182,509,79,194,461,112,73,63,9,9,16,1
105540,105540,105541,62,11,19,116,19,24,70,71,39,63,12,29,60,0,9,0,4,0,7,1
150537,150537,150538,20,0,0,51,7,29,50,51,38,65,0,11,17,3,0,13,0,8,0,3
33300,33300,33301,53,3,3,28,10,23,68,90,52,74,7,14,54,18,0,17,0,4,0,4
64163,64163,64164,28,13,18,78,16,25,32,14,21,9,3,3,4,0,0,4,4,0,0,0
102436,102436,102437,7,2,0,21,22,23,72,6,28,33,3,39,3,0,4,0,0,0,9,1
76390,76390,76391,353,52,89,339,135,133,328,398,128,247,85,78,208,11,8,57,38,24,4,0
73417,73417,73418,41,12,19,27,7,18,54,53,31,56,4,3,25,12,0,14,12,4,0,0
132134,132134,132135,34,8,7,96,25,81,225,33,56,49,7,26,4,0,5,12,13,0,3,1
20346,20346,20347,475,69,65,223,178,39,273,1024,332,624,94,106,388,202,0,44,8,16,8,2
119495,119495,119496,427,98,156,574,145,283,905,715,382,528,47,116,268,7,5,145,120,65,18,1
128791,128791,128792,121,40,38,191,47,71,154,179,93,125,4,28,124,49,0,17,5,7,0,1
6059,6059,6060,21,5,0,18,0,0,61,54,32,36,4,20,49,28,0,4,0,0,0,2
79775,79775,79776,616,170,105,574,272,138,471,980,345,628,202,159,512,170,26,38,75,24,7,0
96273,96273,96274,60,13,22,73,18,25,95,88,57,102,8,10,30,10,0,13,13,7,0,0
139955,139955,139956,72,78,81,87,46,28,42,19,8,7,12,5,8,3,0,0,26,0,0,3
148508,148508,148509,37,4,4,32,6,14,113,65,80,114,21,49,43,4,4,15,0,3,3,3
143651,143651,143652,28,6,6,48,26,18,116,48,45,35,9,27,26,15,9,14,3,8,0,3
146575,146575,146576,132,21,34,109,42,95,169,134,54,85,3,23,74,14,0,36,22,19,0,3
107597,107597,107598,60,30,37,91,65,75,114,39,21,24,5,4,21,14,0,10,23,9,0,1
53009,53009,53010,86,22,22,22,47,20,73,94,46,65,2,28,57,24,0,7,0,0,0,4
94746,94746,94747,43,5,10,2,32,11,46,47,9,34,0,15,40,39,0,4,5,0,0,0
39568,39568,39569,19,1,9,39,8,15,55,18,18,21,7,14,7,0,0,4,1,8,4,4
154110,154110,154111,150,53,87,333,101,179,215,141,64,109,27,36,69,38,7,29,13,7,0,3
90290,90290,90291,94,34,40,168,55,124,323,91,108,104,15,73,34,3,7,42,5,4,21,0
92779,92779,92780,22,5,5,50,6,35,51,31,41,21,0,14,13,4,0,5,4,3,0,0
62192,62192,62193,92,17,27,55,48,38,192,129,89,62,8,17,27,34,0,44,5,8,0,4
52622,52622,52623,49,34,82,150,35,139,132,7,26,21,2,30,5,0,0,2,34,7,7,4
161544,161544,161545,43,4,4,34,16,20,163,56,58,75,0,27,31,43,0,24,0,8,3,3
148857,148857,148858,415,143,219,809,273,595,619,449,156,292,37,61,294,135,0,27,67,11,0,3
108844,108844,108845,94,8,8,102,32,38,139,120,116,121,25,37,104,3,1,12,0,0,5,1
83250,83250,83251,43,5,5,34,9,13,38,63,19,29,5,0,45,7,5,10,0,0,0,0
110535,110535,110536,2,9,9,23,4,20,57,0,16,0,0,0,0,0,5,9,4,0,0,1
85229,85229,85230,165,52,81,239,66,98,198,210,82,123,40,32,107,4,0,54,70,14,4,0
132073,132073,132074,42,11,19,32,15,13,36,31,13,22,7,8,32,0,0,8,9,0,0,1
136071,136071,136072,16,12,15,46,9,19,40,14,14,21,15,2,25,0,0,0,13,2,0,3
132094,132094,132095,24,0,0,13,14,29,81,42,28,50,8,17,33,35,0,7,2,0,0,1
22071,22071,22072,163,48,36,53,74,28,100,162,34,72,17,24,101,19,0,9,7,10,4,2
